text,startpos,endpos,frequency,passage_type
"Ein Kind hatte ihn gesehen, wie er am Rande des Brederholzes saß und an einem Löffel schnitzelte. »Er schnitt ihn aber ganz entzwei«, sagte das kleine Mädchen.",97366,97525,3.857142857142857,cited
" Das war vor zwei Tagen gewesen. Nachmittags fand sich wieder eine Spur: abermals ein Kind, das ihn an der anderen Seite des Waldes bemerkt hatte, wo er im Gebüsch gesessen, ",97525,97699,0.0,not_cited
"das Gesicht auf den Knien, als ob er schliefe. Das war noch am vorigen Tage. Es schien, er hatte sich immer um das Brederholz herumgetrieben.",97699,97840,2.3333333333333335,cited
"
»",97840,97842,0.0,not_cited
Wenn nur das verdammte Buschwerk nicht so dicht wäre!,97842,97895,1.0,cited
" da kann keine Seele hindurch«, sagte der Gutsherr. Man trieb die Hunde in den jungen Schlag; man blies und hallote und kehrte endlich mißvergnügt heim, als man sich überzeugt, daß die Tiere den ganzen Wald abgesucht hatten. – »Laßt nicht nach! laßt nicht nach!« bat Frau von S.; »besser ein paar Schritte umsonst, als daß etwas versäumt wird.« Der Baron war fast ebenso beängstigt wie sie. Seine Unruhe trieb ihn sogar nach Johannes' Wohnung, obwohl er sicher war, ihn dort nicht zu finden. Er ließ sich die Kammer des Verschollenen aufschließen. Da stand sein Bett noch ungemacht, wie er es verlassen hatte, dort hing sein ",97895,98520,0.0,not_cited
"guter Rock, den ihm die gnädige Frau aus dem alten Jagdkleide des Herrn hatte machen lassen;",98520,98612,1.0,cited
" auf dem Tische ein Napf, sechs neue hölzerne Löffel und eine Schachtel. Der Gutsherr öffnete sie; fünf Groschen lagen darin, sauber in Papier gewickelt, und vier silberne Westenknöpfe; der Gutsherr betrachtete sie aufmerksam. »Ein ",98612,98844,0.0,not_cited
"Andenken von Mergel«, murmelte er und trat hinaus, denn ihm ward ganz beengt in dem dumpfen, engen Kämmerchen.",98844,98954,1.5,cited
" Die Nachsuchungen wurden fortgesetzt, bis man sich überzeugt hatte, Johannes sei nicht mehr in der Gegend, wenigstens nicht lebendig. So war er denn zum zweitenmal verschwunden; ob man ihn wiederfinden würde – vielleicht einmal nach Jahren seine Knochen in einem trockenen Graben? Ihn lebend wiederzusehen, dazu war wenig Hoffnung, und jedenfalls nach achtundzwanzig Jahren gewiß nicht.
Vierzehn Tage später kehrte der junge Brandis morgens von einer Besichtigung seines Reviers durch das Brederholz heim. Es war ein für die Jahreszeit ungewöhnlich heißer Tag, die Luft zitterte, kein Vogel sang, nur die Raben krächzten langweilig aus den Ästen und hielten ihre offenen Schnäbel der Luft entgegen. Brandis war sehr ermüdet. Bald nahm er seine von der Sonne durchglühte Kappe ab, bald setzte er sie wieder auf. Es war alles gleich unerträglich, das Arbeiten durch den kniehohen Schlag sehr beschwerlich. Ringsumher kein Baum außer der Judenbuche. Dahin strebte er denn auch aus allen Kräften und ließ sich todmatt auf das beschattete Moos darunter nieder. Die Kühle zog so angenehm durch seine Glieder, daß er die Augen schloß. »Schändliche Pilze!« murmelte er halb im Schlaf. Es gibt nämlich in jener Gegend eine Art sehr saftiger Pilze, die nur ein paar Tage stehen, dann einfallen und ",98954,100243,0.0,not_cited
einen unerträglichen Geruch verbreiten.,100243,100282,1.0,cited
" Brandis glaubte solche unangenehmen Nachbarn zu spüren, er wandte sich ein paarmal hin und her, mochte aber doch nicht aufstehen; sein Hund sprang unterdessen umher, kratzte am Stamm der Buche und bellte hinauf. »Was hast du da, Bello? Eine Katze?« murmelte Brandis. Er öffnete ",100282,100561,0.0,not_cited
"die Wimper halb, und die Judenschrift fiel ihm ins Auge, sehr ausgewachsen, aber doch noch ganz kenntlich.",100561,100667,1.3333333333333333,cited
" Er schloß die Augen wieder; der Hund fuhr fort zu bellen und legte endlich seinem Herrn die kalte Schnauze ans Gesicht. – »Laß mich in Ruh! Was hast du denn?« Hiebei sah Brandis, wie er so auf dem Rücken lag, in die Höhe, sprang dann mit einem Satze auf und wie besessen ins Gestrüpp hinein. Totenbleich kam er auf dem Schlosse an: in der Judenbuche hänge ein Mensch; er habe die Beine gerade über seinem Gesichte hängen sehen. – »Und du hast ihn nicht abgeschnitten, Esel?« rief der Baron. – »Herr«, keuchte Brandis, »wenn Ew. Gnaden dagewesen wären, so wüßten Sie wohl, daß der Mensch nicht mehr lebt. Ich glaubte anfangs, es seien die Pilze!« Dennoch trieb der Gutsherr zur größten Eile und zog selbst mit hinaus.
Sie waren unter der Buche angelangt. »Ich sehe nichts«, sagte Herr von S. – »",100667,101462,0.0,not_cited
"Hierher müssen Sie treten, hierher, an diese Stelle!",101462,101514,1.0,cited
"« – Wirklich, dem war so: der Gutsherr erkannte seine eigenen abgetragenen Schuhe. – »Gott, es ist Johannes! – Setzt die Leiter an! – So – nun herunter! Sacht, sacht! Laßt ihn nicht fallen! – Lieber Himmel, die Würmer sind schon daran! Macht dennoch die Schlinge auf ",101514,101781,0.0,not_cited
und die Halsbinde.« Eine breite Narbe ward sichtbar; der Gutsherr fuhr zurück.,101781,101859,1.3333333333333333,cited
 – »,101859,101863,0.0,not_cited
"Mein Gott!« sagte er; er beugte sich wieder über die Leiche, betrachtete die Narbe mit großer Aufmerksamkeit und schwieg eine Weile in tiefer Erschütterung. Dann wandte er sich zu den Förstern: »Es ist nicht recht, daß der Unschuldige für den Schuldigen leide; sagt es nur allen Leuten: der da« – er deutete auf den Toten – »war Friedrich Mergel.« – Die Leiche ward auf dem Schindanger verscharrt.
Dies hat sich nach allen Hauptumständen wirklich so begeben im September des Jahres 1789. – Die hebräische Schrift an dem Baume heißt:
»Wenn du dich diesem Orte nahest, so wird es dir ergehen, wie du mir getan hast.",101863,102476,11.794117647058824,cited
«,102476,102477,0.0,not_cited
